phone_owns,internet_use,wealth_quintile,education,urban_rural,maternal_age
0,0,3,Secondary,Rural,16
1,0,3,Primary,Rural,45
1,1,3,Higher,Rural,24
1,1,3,Higher,Rural,19
1,0,4,Secondary,Rural,36
0,0,3,Primary,Rural,42
0,0,2,Secondary,Rural,20
1,1,4,Higher,Rural,26
1,1,4,Higher,Rural,18
0,0,3,Secondary,Rural,18
1,0,2,Primary,Rural,45
1,0,3,Primary,Rural,26
1,0,3,Secondary,Rural,24
1,0,3,Secondary,Rural,21
1,0,2,Primary,Rural,34
1,0,2,Secondary,Rural,44
1,1,2,Secondary,Rural,22
1,0,3,Higher,Rural,27
1,1,5,Higher,Rural,25
1,1,3,Higher,Rural,22
1,1,3,Secondary,Rural,20
1,1,2,Primary,Rural,25
1,0,2,Primary,Rural,35
0,0,1,Primary,Rural,27
1,0,2,Primary,Rural,25
1,0,2,Secondary,Rural,30
1,0,4,Secondary,Urban,42
1,0,4,Secondary,Urban,24
1,1,5,Higher,Urban,26
1,1,5,Higher,Urban,29
1,1,5,Higher,Urban,38
1,1,5,Higher,Urban,25
1,1,5,Secondary,Urban,26
1,1,5,Higher,Urban,32
1,1,5,Secondary,Urban,33
1,1,4,Higher,Urban,34
1,1,4,Higher,Urban,25
1,1,5,Higher,Urban,25
1,0,4,Secondary,Urban,17
1,1,5,Secondary,Urban,23
1,0,4,Primary,Urban,34
1,1,4,Secondary,Urban,25
1,1,5,Higher,Urban,31
1,0,2,Primary,Rural,30
1,0,2,Primary,Rural,40
1,0,2,Higher,Rural,23
1,0,2,Secondary,Rural,38
1,1,4,Higher,Rural,41
1,0,2,Primary,Rural,34
0,0,2,Secondary,Rural,17
1,1,4,Higher,Rural,36
1,1,3,Secondary,Rural,21
1,1,1,Primary,Rural,38
1,1,3,Higher,Rural,30
1,0,2,Secondary,Rural,32
1,1,4,Higher,Rural,28
1,1,4,Secondary,Rural,18
1,0,3,Secondary,Rural,35
1,0,3,Secondary,Rural,33
1,0,3,Primary,Rural,24
1,1,4,Higher,Rural,31
1,0,4,Primary,Rural,24
1,1,4,Secondary,Rural,21
1,1,3,Secondary,Rural,35
1,0,3,Primary,Rural,33
1,1,3,Higher,Rural,25
1,0,3,Secondary,Rural,35
1,0,3,Primary,Rural,48
0,0,2,Primary,Rural,19
1,0,3,Secondary,Rural,23
1,0,2,Secondary,Rural,48
0,0,2,Secondary,Rural,15
0,0,3,Secondary,Rural,28
1,0,1,Secondary,Rural,23
1,1,3,Higher,Rural,27
1,0,3,Secondary,Rural,19
1,1,3,Higher,Rural,31
1,0,3,Primary,Rural,28
1,0,3,Secondary,Rural,46
1,1,3,Higher,Rural,28
1,1,3,Higher,Rural,28
1,1,4,Secondary,Rural,20
1,0,4,Secondary,Rural,18
1,1,2,Secondary,Rural,25
1,0,2,Secondary,Rural,22
1,0,3,Secondary,Rural,20
1,1,2,Secondary,Rural,19
1,1,4,Secondary,Rural,21
1,0,2,Primary,Rural,26
1,0,4,Primary,Rural,32
1,0,2,Primary,Rural,39
0,0,2,Primary,Rural,17
1,1,5,Secondary,Rural,34
1,0,5,Secondary,Rural,19
1,0,4,Primary,Rural,45
1,0,2,Secondary,Rural,26
0,0,1,Primary,Rural,33
1,0,4,Primary,Rural,33
1,1,4,Secondary,Rural,22
1,0,3,Higher,Rural,27
1,1,4,Secondary,Rural,38
1,0,2,Primary,Rural,34
1,0,2,Secondary,Rural,21
0,0,2,Secondary,Rural,18
0,0,3,Primary,Rural,49
0,0,3,Secondary,Rural,17
1,0,3,Secondary,Rural,26
1,1,4,Higher,Rural,42
1,0,4,Secondary,Rural,28
1,0,3,Primary,Rural,38
0,0,3,Secondary,Rural,15
1,0,2,Primary,Rural,22
1,0,3,Primary,Rural,26
1,0,4,Primary,Rural,37
1,0,2,Secondary,Rural,33
1,0,3,Secondary,Rural,36
1,1,4,Higher,Rural,28
1,1,4,Secondary,Rural,22
0,0,4,Secondary,Rural,21
1,1,3,Higher,Rural,28
0,0,4,Primary,Rural,23
1,1,3,Secondary,Rural,21
1,0,4,Secondary,Rural,32
1,1,4,Higher,Rural,29
1,1,3,Secondary,Rural,46
0,0,3,Secondary,Rural,16
1,1,3,Higher,Rural,35
1,1,3,Higher,Rural,28
0,0,1,Secondary,Rural,19
1,0,3,Primary,Rural,43
1,0,4,Higher,Rural,39
1,1,3,Secondary,Rural,23
1,1,2,Primary,Rural,29
1,1,4,Secondary,Rural,42
1,1,4,Higher,Rural,32
1,0,3,Primary,Rural,24
0,0,3,Secondary,Rural,20
1,1,3,Secondary,Rural,19
1,0,4,Primary,Rural,36
1,0,2,Primary,Rural,20
1,1,5,Higher,Rural,25
1,0,3,Primary,Rural,41
1,0,2,Primary,Rural,36
1,1,3,Higher,Rural,21
0,0,2,Primary,Rural,46
0,0,3,Secondary,Rural,46
0,0,2,Primary,Rural,49
1,0,2,Secondary,Rural,23
1,0,2,Primary,Rural,48
1,0,2,Secondary,Rural,17
0,0,2,Primary,Rural,15
0,0,2,Secondary,Rural,19
1,0,3,Secondary,Rural,46
1,0,3,Primary,Rural,23
1,1,3,Higher,Rural,26
1,1,3,Secondary,Rural,28
1,0,3,Secondary,Rural,45
1,1,3,Primary,Rural,30
0,0,3,Secondary,Rural,17
1,0,2,Secondary,Rural,23
0,0,2,Primary,Rural,35
0,1,2,Secondary,Rural,15
1,0,2,Secondary,Rural,26
0,0,1,Primary,Rural,34
1,0,3,Primary,Rural,44
1,1,3,Secondary,Rural,24
0,0,3,Secondary,Rural,41
0,0,3,Secondary,Rural,41
1,1,5,Higher,Rural,48
1,1,5,Higher,Rural,24
1,1,3,Higher,Rural,27
1,0,3,Primary,Rural,26
1,1,4,Primary,Rural,43
1,1,2,Secondary,Rural,41
0,0,2,Primary,Rural,48
1,0,2,Primary,Rural,29
1,0,2,Primary,Rural,17
1,1,3,Higher,Rural,30
1,0,3,Primary,Rural,31
1,1,3,Primary,Rural,38
1,1,3,Higher,Rural,20
1,0,2,Secondary,Rural,43
1,1,2,Primary,Rural,34
0,0,2,Secondary,Rural,17
1,1,4,Higher,Rural,44
0,0,4,Secondary,Rural,16
1,1,4,Higher,Rural,23
0,0,2,Primary,Urban,49
1,0,2,Secondary,Urban,19
1,0,2,Higher,Urban,24
0,0,4,Primary,Urban,34
1,1,5,Higher,Urban,37
1,0,4,Secondary,Urban,20
1,0,5,Primary,Urban,32
1,1,5,Higher,Urban,26
1,0,4,Primary,Urban,47
1,1,5,Higher,Urban,21
1,1,5,Higher,Urban,31
1,1,5,Secondary,Urban,21
1,0,4,Primary,Urban,34
1,0,3,Secondary,Urban,26
1,0,2,Primary,Urban,35
1,1,2,Secondary,Urban,31
1,1,2,Primary,Urban,27
1,1,3,Higher,Urban,29
1,0,3,Primary,Urban,48
1,0,4,Primary,Urban,29
0,0,4,Primary,Urban,39
0,0,4,Secondary,Urban,15
0,0,2,Primary,Urban,43
1,0,2,Primary,Urban,21
1,0,2,Primary,Urban,36
1,0,2,Secondary,Urban,48
1,0,5,Primary,Urban,37
1,0,3,Primary,Rural,47
1,0,2,Primary,Rural,45
0,0,1,Secondary,Rural,15
0,0,1,Primary,Rural,45
1,0,2,Primary,Rural,18
0,0,1,Primary,Rural,35
0,0,1,Primary,Rural,16
0,0,1,Primary,Rural,31
1,0,2,Primary,Rural,27
1,0,2,Primary,Rural,19
1,0,2,Primary,Rural,45
1,0,2,Secondary,Rural,20
1,0,2,Primary,Rural,37
0,0,2,Secondary,Rural,17
1,0,2,Primary,Rural,32
1,1,3,Higher,Rural,25
0,0,1,Primary,Rural,22
1,0,2,Primary,Rural,38
0,0,2,Primary,Rural,17
0,0,2,Primary,Rural,44
0,0,2,Secondary,Rural,21
1,0,2,Secondary,Rural,45
0,0,2,Primary,Rural,32
1,0,2,Primary,Rural,32
0,0,2,Secondary,Rural,19
0,0,2,Primary,Rural,38
1,0,3,Secondary,Rural,34
1,1,5,Higher,Urban,44
1,0,5,Higher,Urban,43
1,1,5,Higher,Urban,23
0,0,5,Secondary,Urban,19
1,1,5,Secondary,Urban,23
1,1,5,Higher,Urban,25
1,1,5,Primary,Urban,24
1,1,5,Secondary,Urban,33
1,1,4,Higher,Urban,43
1,1,5,Higher,Urban,24
1,1,4,Higher,Urban,30
1,1,5,Higher,Urban,23
1,1,5,Higher,Urban,30
1,1,5,Higher,Urban,27
1,1,5,Higher,Urban,25
1,1,5,Higher,Urban,27
1,1,5,Higher,Urban,20
1,1,5,Higher,Urban,24
1,1,5,Secondary,Urban,23
1,1,3,Secondary,Urban,19
0,0,3,Secondary,Urban,18
1,1,4,Higher,Urban,31
1,1,4,Secondary,Urban,23
1,0,3,Primary,Urban,38
0,0,3,Secondary,Urban,18
1,0,3,Primary,Urban,27
1,0,4,Primary,Urban,37
1,0,4,Primary,Urban,30
1,0,3,Primary,Urban,40
1,0,3,Secondary,Urban,48
1,0,4,Secondary,Urban,40
1,1,5,Higher,Urban,34
1,1,5,Secondary,Urban,27
1,1,4,Primary,Urban,32
1,1,4,Secondary,Urban,27
1,1,4,Primary,Urban,29
1,1,5,Secondary,Urban,35
1,1,4,Secondary,Urban,28
1,1,5,Secondary,Urban,28
1,1,4,Secondary,Urban,28
1,0,4,Secondary,Urban,22
1,1,5,Secondary,Urban,33
1,0,4,Primary,Urban,31
0,0,4,Primary,Urban,17
1,0,4,Secondary,Urban,21
1,1,5,Primary,Urban,38
1,0,4,Primary,Urban,29
1,0,4,Primary,Urban,35
1,1,4,Higher,Urban,29
1,1,4,Higher,Urban,21
1,0,4,Secondary,Urban,18
1,0,4,Secondary,Urban,41
1,0,4,Secondary,Urban,31
1,0,4,Primary,Urban,27
1,0,4,Secondary,Urban,26
1,0,4,Primary,Urban,30
1,0,4,Primary,Urban,49
1,0,4,Secondary,Urban,25
1,1,4,Secondary,Urban,21
1,0,4,Primary,Urban,33
1,1,4,Secondary,Urban,23
1,1,4,Primary,Urban,35
1,0,4,Secondary,Urban,38
0,0,2,Primary,Urban,19
1,1,4,Primary,Urban,36
0,0,4,Secondary,Urban,15
1,1,4,Higher,Urban,23
1,1,4,Higher,Urban,19
1,1,4,Higher,Urban,23
1,1,4,Higher,Urban,23
1,1,4,Secondary,Urban,21
1,1,4,Higher,Urban,23
1,1,5,Higher,Urban,25
1,1,5,Higher,Urban,25
1,1,4,Higher,Urban,20
1,1,4,Higher,Urban,21
1,1,4,Higher,Urban,23
1,1,4,Higher,Urban,19
1,1,4,Higher,Urban,21
1,1,4,Higher,Urban,19
1,1,4,Higher,Urban,22
1,0,4,Higher,Urban,19
1,1,4,Higher,Urban,20
1,1,4,Secondary,Urban,27
1,1,5,Higher,Urban,25
1,1,5,Secondary,Urban,32
1,0,5,Secondary,Urban,26
0,0,4,Primary,Urban,30
1,1,5,Secondary,Urban,37
1,0,5,Secondary,Urban,43
1,0,5,Primary,Urban,40
1,1,5,Primary,Urban,44
1,0,5,Secondary,Urban,38
1,1,5,Higher,Urban,18
1,1,5,Secondary,Urban,38
0,0,5,Secondary,Urban,15
1,1,5,Secondary,Urban,34
1,0,5,Secondary,Urban,15
1,1,5,Secondary,Urban,28
1,1,5,Higher,Urban,33
1,1,5,Primary,Urban,38
0,0,5,Secondary,Urban,16
1,0,5,Primary,Urban,39
0,0,5,Secondary,Urban,16
1,1,5,Higher,Urban,32
1,0,5,Primary,Urban,30
1,1,5,Higher,Urban,33
1,1,5,Higher,Urban,40
1,1,5,Higher,Urban,41
1,1,5,Higher,Urban,42
0,1,5,Secondary,Urban,16
1,0,5,Primary,Urban,36
1,1,5,Higher,Urban,28
1,0,5,Higher,Urban,34
1,1,5,Higher,Urban,38
1,1,5,Primary,Urban,17
0,0,5,Primary,Urban,19
1,1,5,Secondary,Urban,33
1,1,5,Higher,Urban,35
1,0,5,Secondary,Urban,23
1,1,5,Higher,Urban,33
1,1,5,Higher,Urban,27
1,1,5,Higher,Urban,34
1,1,5,Secondary,Urban,45
1,1,5,Higher,Urban,39
1,1,5,Higher,Urban,34
1,1,5,Higher,Urban,19
1,1,5,Higher,Urban,41
1,1,5,Higher,Urban,22
1,1,5,Higher,Urban,42
1,1,5,Secondary,Urban,17
1,0,3,Primary,Rural,49
1,0,2,Secondary,Rural,22
1,1,2,Secondary,Rural,28
1,0,2,Secondary,Rural,21
0,0,2,Secondary,Rural,18
1,0,2,Primary,Rural,45
1,1,3,Higher,Rural,30
1,0,2,Secondary,Rural,20
1,0,3,Secondary,Rural,24
0,0,2,Primary,Rural,24
1,0,2,Primary,Rural,45
0,0,2,Secondary,Rural,20
1,0,2,Primary,Rural,30
1,0,3,Primary,Rural,46
0,0,2,Primary,Rural,35
1,0,4,Secondary,Rural,28
1,0,2,Primary,Rural,30
1,1,2,Secondary,Rural,27
1,0,1,Primary,Rural,30
1,1,4,Secondary,Rural,28
1,0,3,Primary,Rural,38
1,0,3,Primary,Rural,44
1,0,3,Secondary,Rural,18
0,0,3,Primary,Rural,16
1,1,4,Secondary,Rural,48
1,1,4,Secondary,Rural,25
0,0,4,Primary,Rural,16
1,0,4,Higher,Rural,27
1,0,2,Secondary,Rural,34
1,0,1,Primary,Rural,33
1,0,3,Primary,Rural,43
1,0,4,Primary,Rural,46
0,0,1,Primary,Rural,17
1,0,2,Primary,Rural,30
1,1,2,Higher,Rural,24
1,0,3,Secondary,Rural,18
0,0,3,Primary,Rural,22
0,0,2,Secondary,Rural,15
1,0,2,Higher,Rural,29
1,0,1,Primary,Rural,20
0,0,2,Secondary,Rural,32
0,0,1,Primary,Rural,32
1,0,3,Primary,Rural,36
0,0,3,Secondary,Rural,17
1,1,4,Higher,Rural,28
1,0,4,Higher,Rural,23
1,1,3,Higher,Rural,33
1,0,3,Secondary,Rural,33
1,0,3,Secondary,Rural,43
0,0,2,Secondary,Rural,21
0,0,2,Secondary,Rural,16
1,0,2,Primary,Rural,43
0,0,2,Secondary,Rural,17
1,0,2,Secondary,Rural,35
1,0,3,Higher,Rural,41
1,0,2,Secondary,Rural,33
0,0,1,Primary,Rural,36
0,0,1,Secondary,Rural,19
1,0,1,Primary,Rural,30
1,1,4,Secondary,Rural,40
1,1,4,Higher,Rural,43
1,1,3,Secondary,Rural,20
1,1,4,Secondary,Rural,37
0,0,4,Secondary,Rural,19
0,0,1,Primary,Rural,30
1,0,2,Primary,Rural,22
1,0,3,Primary,Rural,36
1,0,2,Primary,Rural,43
1,1,2,Secondary,Rural,18
1,0,2,Primary,Rural,29
1,0,1,No education,Rural,36
1,0,3,Primary,Rural,32
0,0,2,Primary,Rural,34
1,1,3,Higher,Rural,23
1,0,3,Primary,Rural,44
1,0,2,Primary,Rural,47
1,0,2,Secondary,Rural,19
1,0,2,Primary,Rural,33
0,0,2,Primary,Rural,15
1,1,3,Primary,Rural,17
1,0,2,Primary,Rural,27
1,0,2,Secondary,Rural,39
1,0,2,Secondary,Rural,28
1,0,1,Primary,Rural,45
1,0,1,Secondary,Rural,22
0,0,1,Primary,Rural,17
1,0,2,Primary,Rural,23
1,0,2,Primary,Rural,24
0,0,2,Secondary,Rural,19
0,0,2,Primary,Rural,17
1,0,3,Primary,Rural,35
1,0,2,Secondary,Rural,25
1,0,2,Primary,Rural,19
0,0,2,Secondary,Rural,19
1,0,1,Primary,Rural,23
1,1,2,Higher,Rural,27
0,0,2,Secondary,Rural,26
1,1,2,Secondary,Rural,27
1,1,4,Higher,Rural,40
0,0,2,Primary,Rural,46
0,0,2,Secondary,Rural,17
0,0,1,Primary,Rural,44
1,0,3,Secondary,Rural,33
1,0,3,Secondary,Rural,30
1,1,3,Secondary,Rural,25
1,0,2,Primary,Rural,33
1,0,3,Primary,Rural,40
1,0,3,Primary,Rural,24
1,0,3,Primary,Rural,30
1,0,3,Primary,Rural,26
1,0,3,Secondary,Rural,19
1,0,1,Primary,Rural,23
1,1,4,Primary,Rural,21
1,0,1,Primary,Rural,30
1,0,3,Secondary,Rural,19
0,0,3,Secondary,Rural,15
1,0,2,Primary,Rural,34
1,0,3,Primary,Rural,38
1,0,3,Primary,Rural,44
0,0,1,Primary,Rural,20
1,0,2,Secondary,Rural,44
0,0,2,Primary,Rural,41
0,0,2,Primary,Rural,17
1,0,2,Primary,Rural,37
0,0,2,Secondary,Rural,17
1,0,2,Primary,Rural,22
1,0,3,Secondary,Rural,44
1,0,3,Secondary,Rural,18
1,0,3,Primary,Rural,38
1,1,3,Secondary,Rural,25
1,0,3,Secondary,Rural,23
1,0,1,Primary,Rural,44
0,0,3,Primary,Rural,24
1,0,3,Secondary,Rural,20
1,0,3,Secondary,Rural,30
1,0,3,Primary,Rural,42
0,0,3,Secondary,Rural,18
1,0,3,Primary,Rural,31
0,0,3,Secondary,Rural,20
1,1,3,Higher,Rural,18
1,0,3,Secondary,Rural,28
0,0,2,Primary,Rural,25
1,0,3,Secondary,Rural,21
0,1,1,Secondary,Rural,31
1,1,3,Secondary,Rural,35
1,0,2,Primary,Rural,40
0,0,2,Secondary,Rural,18
1,1,4,Higher,Rural,28
0,0,2,Primary,Rural,35
0,0,2,Secondary,Rural,16
1,0,3,Primary,Rural,35
0,0,3,Secondary,Rural,19
1,0,2,Primary,Rural,31
1,0,2,Primary,Rural,41
0,0,2,Secondary,Rural,18
1,0,3,Primary,Rural,30
1,0,3,Secondary,Rural,44
1,0,2,Primary,Rural,37
1,0,1,Primary,Rural,23
1,0,3,Primary,Rural,38
1,0,1,Secondary,Rural,29
1,1,2,No education,Rural,24
1,1,3,Higher,Rural,25
1,0,3,Primary,Rural,39
0,0,1,Primary,Rural,27
1,0,2,Primary,Rural,38
0,0,2,Secondary,Rural,18
0,0,2,Secondary,Rural,15
1,0,3,Primary,Rural,34
1,0,2,Primary,Rural,33
1,0,1,Secondary,Rural,22
1,0,3,Primary,Rural,28
1,0,2,Primary,Rural,42
1,0,1,Primary,Rural,25
1,1,4,Secondary,Rural,45
1,0,1,Primary,Rural,34
1,1,3,Secondary,Rural,32
1,1,4,Secondary,Rural,21
0,0,4,Secondary,Rural,16
0,0,4,Primary,Rural,24
1,1,3,Primary,Rural,31
0,0,3,Primary,Rural,16
0,0,2,Primary,Rural,31
1,0,2,Secondary,Rural,32
1,0,4,Primary,Rural,36
1,1,4,Secondary,Rural,19
1,1,4,Higher,Rural,26
1,1,3,Primary,Urban,22
1,0,4,Primary,Urban,35
0,0,4,Secondary,Urban,19
1,1,4,Higher,Urban,27
1,1,4,Primary,Urban,35
1,1,5,Secondary,Urban,28
0,1,5,Secondary,Urban,17
1,1,5,Secondary,Urban,18
1,1,5,Higher,Urban,31
1,0,3,Primary,Urban,39
1,0,2,Primary,Urban,30
0,0,4,Secondary,Urban,21
0,0,4,Secondary,Urban,19
1,0,4,Secondary,Urban,28
1,1,4,Secondary,Urban,23
0,0,4,Secondary,Urban,17
1,1,4,Secondary,Urban,29
1,0,5,Secondary,Urban,33
1,0,4,Secondary,Urban,23
0,0,1,Primary,Rural,23
0,0,1,Primary,Rural,22
1,0,2,Primary,Rural,42
0,0,2,Secondary,Rural,16
1,0,1,Primary,Rural,32
0,0,1,Secondary,Rural,16
0,0,2,Primary,Rural,29
0,0,2,Secondary,Rural,26
1,0,1,Secondary,Rural,42
0,0,1,Secondary,Rural,20
0,0,1,Primary,Rural,22
1,0,1,Primary,Rural,23
0,0,1,Primary,Rural,28
1,0,2,Primary,Rural,23
0,0,1,No education,Rural,49
1,1,1,Higher,Rural,28
0,0,1,Primary,Rural,30
1,1,2,Primary,Rural,28
1,0,1,Secondary,Rural,33
1,0,2,Primary,Rural,25
0,0,1,Primary,Rural,21
0,0,1,Primary,Rural,44
1,0,1,Primary,Rural,39
0,0,1,Primary,Rural,16
0,0,3,Secondary,Rural,19
1,0,3,Primary,Rural,37
1,0,2,Primary,Rural,39
1,0,2,Primary,Rural,42
1,0,1,Primary,Rural,23
1,1,2,Higher,Rural,27
1,0,3,Primary,Rural,41
0,0,3,Secondary,Rural,17
0,0,2,Primary,Rural,30
1,0,1,Primary,Rural,34
1,0,2,Secondary,Rural,28
1,1,3,Secondary,Rural,35
1,0,2,Primary,Rural,38
0,0,2,Secondary,Rural,19
0,0,2,Secondary,Rural,16
1,0,2,Primary,Rural,38
0,0,2,Secondary,Rural,22
1,0,1,Primary,Rural,26
1,1,3,Secondary,Rural,18
1,0,1,Secondary,Rural,26
1,0,3,Primary,Rural,31
1,0,2,Secondary,Rural,48
0,0,2,Secondary,Rural,22
1,0,4,Higher,Rural,34
1,0,2,Primary,Rural,35
0,0,2,Primary,Rural,17
1,0,2,Primary,Rural,29
1,0,2,Primary,Rural,32
1,1,3,Higher,Rural,31
0,0,3,Secondary,Rural,17
1,0,3,Primary,Rural,40
0,0,3,Primary,Rural,18
1,0,1,Primary,Rural,40
1,0,1,Secondary,Rural,18
1,0,1,Primary,Rural,40
1,1,3,Higher,Rural,32
1,0,2,Secondary,Rural,38
0,0,1,Primary,Rural,44
0,0,1,Secondary,Rural,21
0,0,1,Secondary,Rural,16
1,0,3,Secondary,Rural,41
1,0,2,Primary,Rural,34
0,0,2,Primary,Rural,15
1,0,2,Primary,Rural,22
1,1,3,Higher,Rural,26
1,0,3,Primary,Rural,25
1,0,2,Primary,Rural,35
0,0,2,Secondary,Rural,17
0,0,2,Primary,Rural,15
1,0,3,Primary,Rural,37
1,0,3,Primary,Rural,35
0,0,3,Secondary,Rural,16
1,0,3,Secondary,Rural,31
1,0,3,Primary,Rural,33
1,1,4,Secondary,Rural,39
1,0,2,Secondary,Rural,43
0,0,2,Secondary,Rural,17
1,0,3,Primary,Rural,48
1,0,1,Primary,Rural,22
1,0,3,Primary,Rural,23
1,0,3,Secondary,Rural,43
1,1,3,Secondary,Rural,20
1,0,2,Secondary,Rural,44
0,0,2,Secondary,Rural,16
1,1,1,Secondary,Rural,28
0,0,2,Primary,Rural,17
1,1,4,Higher,Rural,35
1,0,1,Primary,Rural,41
0,0,1,Primary,Rural,29
0,0,1,Primary,Rural,15
0,0,1,Primary,Rural,23
1,0,1,Secondary,Rural,22
0,0,2,Primary,Rural,40
0,0,1,Secondary,Rural,24
0,0,1,Secondary,Rural,18
1,0,2,Primary,Rural,42
0,0,1,Primary,Rural,40
0,0,1,Secondary,Rural,19
0,0,1,Secondary,Rural,16
1,0,1,Secondary,Rural,19
0,0,2,Primary,Rural,29
0,0,1,Primary,Rural,49
1,0,1,Secondary,Rural,21
1,0,3,Primary,Rural,33
0,0,2,Primary,Rural,24
1,0,1,Secondary,Rural,22
0,0,3,Primary,Rural,30
1,0,2,Primary,Rural,38
1,0,3,Secondary,Rural,35
1,0,2,Secondary,Rural,20
1,0,3,Primary,Rural,27
1,0,2,Primary,Urban,30
1,0,2,Primary,Urban,29
1,1,2,Secondary,Urban,28
1,0,4,Primary,Urban,21
1,1,4,Secondary,Urban,22
0,0,4,Secondary,Urban,22
1,1,4,Primary,Urban,26
1,0,4,Primary,Urban,34
1,0,4,Primary,Urban,38
1,0,4,Primary,Urban,23
1,0,4,Secondary,Urban,33
1,0,1,Primary,Rural,48
0,0,1,Secondary,Rural,17
0,0,1,Primary,Rural,18
1,0,2,Higher,Rural,25
1,1,2,Secondary,Rural,24
1,0,2,Secondary,Rural,34
1,0,2,Secondary,Rural,24
0,0,2,Primary,Rural,17
0,0,2,Secondary,Rural,17
1,0,2,Primary,Rural,45
0,0,2,Primary,Rural,16
0,0,1,Primary,Rural,42
0,0,1,Primary,Rural,24
1,0,1,Primary,Rural,37
0,0,1,Secondary,Rural,16
1,0,2,Primary,Rural,30
1,0,2,Primary,Rural,34
0,0,1,Primary,Rural,22
0,0,1,Primary,Rural,48
0,0,1,Secondary,Rural,21
1,0,2,Primary,Rural,44
0,0,2,Secondary,Rural,17
0,0,2,Secondary,Rural,19
1,0,1,Primary,Rural,49
0,0,1,Primary,Rural,16
0,0,1,Primary,Rural,16
1,0,1,Secondary,Rural,25
1,0,1,Primary,Rural,28
1,0,2,Primary,Rural,41
1,0,3,Primary,Rural,32
1,0,2,Primary,Rural,38
1,0,1,Primary,Rural,47
1,0,2,Primary,Rural,46
1,0,2,Primary,Rural,24
1,0,3,Primary,Rural,42
0,0,3,Primary,Rural,18
1,0,1,Primary,Rural,30
1,0,2,Primary,Rural,48
1,0,2,Primary,Rural,30
0,0,2,Primary,Rural,37
0,0,2,Primary,Rural,18
0,0,2,Primary,Rural,15
0,0,2,Secondary,Rural,18
1,0,2,Primary,Rural,37
0,0,2,Primary,Rural,16
0,0,3,Secondary,Rural,16
0,0,2,Primary,Rural,40
0,0,2,Secondary,Rural,22
0,0,2,Primary,Rural,17
0,0,2,Secondary,Rural,16
1,0,1,Primary,Rural,44
1,1,1,Secondary,Rural,20
0,0,1,Primary,Rural,17
1,0,2,Primary,Rural,24
0,0,2,Secondary,Rural,18
0,0,1,Secondary,Rural,25
0,0,1,Secondary,Rural,19
1,0,1,Primary,Rural,30
1,0,2,Secondary,Rural,30
1,0,3,Primary,Rural,26
1,0,1,Primary,Rural,36
0,0,1,Secondary,Rural,20
0,0,1,Primary,Rural,19
0,0,3,Secondary,Rural,15
0,0,1,Primary,Rural,31
0,0,1,Primary,Rural,30
1,0,3,Secondary,Rural,42
1,0,3,Primary,Rural,34
0,0,3,Primary,Rural,16
0,0,1,Primary,Rural,44
0,0,1,Secondary,Rural,18
1,0,2,Primary,Rural,30
0,0,2,Primary,Rural,15
1,0,1,Primary,Rural,23
1,0,1,Primary,Rural,44
1,1,3,Higher,Rural,24
1,0,3,Secondary,Rural,34
1,0,1,Primary,Rural,32
1,0,1,Secondary,Rural,23
1,0,1,Primary,Rural,25
0,0,2,Primary,Rural,33
1,0,2,Primary,Rural,47
0,1,3,Higher,Rural,21
0,0,3,Secondary,Rural,19
0,1,3,Secondary,Rural,19
1,0,1,Primary,Rural,37
0,0,1,Primary,Rural,15
1,0,2,Primary,Rural,43
0,0,2,Secondary,Rural,20
0,0,2,Secondary,Rural,18
1,0,3,Primary,Rural,36
0,0,3,Secondary,Rural,19
0,0,2,Secondary,Rural,19
1,0,1,No education,Rural,22
1,1,1,Secondary,Rural,21
0,1,4,Secondary,Rural,16
1,1,3,Higher,Rural,40
0,0,3,Primary,Rural,16
1,1,3,Higher,Rural,44
1,0,3,Primary,Rural,21
1,1,2,Higher,Rural,23
1,0,1,Secondary,Rural,21
0,0,1,Secondary,Rural,18
0,0,1,Secondary,Rural,16
0,0,1,Primary,Rural,15
1,0,2,Primary,Rural,32
1,0,2,Primary,Rural,36
1,0,2,Primary,Rural,29
1,0,1,Primary,Rural,30
1,0,2,Primary,Rural,31
0,0,2,Primary,Rural,15
1,0,2,Primary,Rural,44
0,0,2,Primary,Rural,19
0,0,2,Primary,Rural,17
1,0,2,Primary,Rural,41
1,0,1,Primary,Rural,32
1,1,4,Higher,Rural,25
1,1,4,Higher,Rural,43
1,1,4,Secondary,Rural,19
1,1,4,Higher,Rural,32
0,0,4,Secondary,Rural,20
1,1,3,Secondary,Rural,37
1,0,2,Primary,Rural,23
1,0,2,Primary,Rural,48
1,0,2,Secondary,Rural,22
0,0,3,Primary,Rural,15
1,1,3,Higher,Rural,24
1,1,4,Secondary,Rural,22
1,0,2,Primary,Rural,22
1,1,3,Higher,Rural,33
1,0,3,Primary,Rural,43
1,1,3,Higher,Rural,24
1,1,3,Primary,Rural,40
0,0,3,Primary,Rural,30
1,0,2,Primary,Rural,34
0,0,2,Secondary,Rural,21
0,0,2,Primary,Rural,24
1,0,3,Primary,Rural,28
1,0,3,Primary,Rural,26
1,1,4,Higher,Rural,29
1,1,4,Secondary,Rural,21
1,1,3,Higher,Rural,27
0,0,2,Secondary,Rural,27
0,0,1,Primary,Rural,47
1,1,4,Higher,Rural,37
1,1,3,Higher,Rural,23
0,0,2,Secondary,Rural,23
1,0,2,Primary,Rural,48
